history_lag,smoothed_alpha_mean
0,1.4889568488629465
1,1.4929107075274357
2,1.493430274228928
3,1.4952523121782333
4,1.4916375218162399
5,1.4907832018598626
6,1.4912514511091253
7,1.4980758132609635
8,1.4945021957943716
9,1.4930378310369503
10,1.4961178306918446
11,1.496033039632494
12,1.494112186937405
13,1.4928819801378286
14,1.5003066105091944
15,1.493783581553772
16,1.4953141185499135
17,1.5030220100871217
18,1.4942339176118635
19,1.4945963861743476
20,1.4930064438159483
21,1.493242717610733
22,1.4987789341118982
23,1.4935186039023483
24,1.4884613598407674
25,1.4943881395949714
26,1.5001660400309926
27,1.4968553498935906
28,1.4933453730396766
29,1.4958205243260638
30,1.4991276523590253
31,1.4917249375045978
32,1.4918897478753033
33,1.4948560590206519
34,1.4987363566366954
35,1.4944529373937845
36,1.4964791142172094
37,1.4893805649923775
38,1.4960870536454325
39,1.4904185252709807
40,1.489363117100606
41,1.493339163611075
42,1.4965562031835242
43,1.4941694091691413
44,1.4961336910225118
45,1.497833028643045
46,1.4918053839433036
47,1.490358865531624
48,1.4893319694814662
