history_lag,smoothed_alpha_mean
0,1.4849235097359264
1,1.4927889421339466
2,1.49351673499199
3,1.4893077401729873
4,1.4924178018299286
5,1.4862920006478673
6,1.4859120102022945
7,1.4905922328595078
8,1.4895579315913685
9,1.4895312492479063
10,1.4947613430485913
11,1.4957161952625064
12,1.4933882030592818
13,1.4955342343023124
14,1.48823499000356
15,1.4924681756413536
16,1.4907411855380628
17,1.4906597412293447
18,1.4974718361009103
19,1.4910860827816659
20,1.4929223433141492
21,1.4870304415750117
22,1.4981668393104646
23,1.4874929659300464
24,1.4894201802947007
25,1.4879730980649803
26,1.4931416658393108
27,1.493906445923031
28,1.4917813440067809
29,1.4937895986177419
30,1.4871484306950282
31,1.49973185146812
32,1.4916745878777524
