history_lag,smoothed_alpha_mean
0,1.5022353196915665
1,1.4931828418949176
2,1.4942849446799256
3,1.4953796874358931
4,1.4927291142964452
5,1.496459929862587
6,1.4928769450030297
7,1.495567207858214
8,1.4988803764461878
9,1.4948865545317203
10,1.4961346805343665
11,1.4971791194677524
12,1.4971623108545296
13,1.4935114133871559
14,1.492997516017776
15,1.4952257220092646
16,1.5011491918376392
17,1.4907912285321565
18,1.4903850192899584
19,1.4963386597394335
20,1.4993111838423292
21,1.4915988205057593
22,1.4967361994261894
23,1.489856144738534
24,1.4891733308059072
25,1.492858861108225
26,1.493648612871876
27,1.4894061664360214
28,1.4917547866024603
29,1.4898205766378287
30,1.4900748474829169
31,1.5030576460660412
32,1.487913440559233
33,1.4804481398201867
34,1.4929171092437548
35,1.4908717488918333
36,1.4926549294755314
37,1.4897500488370488
38,1.4939515659597054
39,1.4894271658413454
40,1.4902615106081367
41,1.4874636945051702
