history_lag,smoothed_alpha_mean
0,1.4858779857968623
1,1.4866985388030878
2,1.4925457677562153
3,1.4953671614663975
4,1.4906878083970136
5,1.487039586369053
6,1.4980749312902855
7,1.495424330974441
8,1.4931390112174892
9,1.4901252189102112
10,1.493797036698548
11,1.4872294184168982
12,1.4910400421656254
13,1.4928853965592705
14,1.4940904816598004
15,1.4911874345078477
16,1.489413097727225
17,1.4902941169652324
18,1.4940741928349912
19,1.4990608700176533
20,1.4887765868436373
21,1.4766868077783688
22,1.4914941691283685
23,1.4873924244811196
24,1.4853643916032873
25,1.4901264218709316
26,1.492182910775176
27,1.4827314296178282
28,1.4959962237227629
29,1.4902696771764035
