history_lag,smoothed_alpha_mean
0,1.4887017619061576
1,1.4773354415771154
2,1.4908326871374133
3,1.4915214091644198
4,1.485237810333203
5,1.4925650522024445
6,1.4840296931219426
7,1.4858930486552298
8,1.4918149031522179
9,1.4899013471428322
10,1.487793380411781
11,1.4889631365741953
12,1.4937902635053038
13,1.488712788518535
14,1.4888043990312088
15,1.4831732232528934
16,1.4900184034575297
17,1.484588121659773
18,1.4950240786449855
19,1.4971476448844194
20,1.4847419769263193
21,1.4900529022133808
22,1.4883780218102762
23,1.4917360650151126
24,1.4886157783642338
