history_lag,smoothed_alpha_mean
0,1.496936159702687
1,1.4955837638647078
2,1.4894149615703993
3,1.495793549900962
4,1.4992137110379533
5,1.4955406281563164
6,1.5001695501792356
7,1.4948853017235433
8,1.5014007420138524
9,1.491939440568968
10,1.4894851918413452
11,1.4953433351084156
12,1.4966766065232544
13,1.4908046505780996
14,1.4915938227621406
15,1.4879079914184739
16,1.487025141359651
17,1.4857252399945886
18,1.492644826253977
19,1.4921714952673049
20,1.4908517473168408
21,1.4865326282472582
22,1.4967495098246195
23,1.4980055333090418
24,1.490767519903448
25,1.4893178013458415
26,1.4940169403827501
27,1.4962050272593759
28,1.4885331656436263
29,1.487060481172005
30,1.4940496499631342
31,1.4877677278612262
32,1.493300136282931
33,1.4898061240610545
34,1.4921660186125225
35,1.4916250665320179
36,1.4921766461973625
37,1.4910761083017985
