history_lag,smoothed_alpha_mean
0,1.4958293682688735
1,1.4949483655766918
2,1.4968609528200918
3,1.4940285267700801
4,1.5066517145332772
5,1.4946967100566393
6,1.4912575956518443
7,1.4921424019797083
8,1.4935316972668227
9,1.4877364040028038
10,1.4879903175143314
11,1.4848428049752977
12,1.4858872147473225
13,1.4948375640935168
14,1.4919510199214925
15,1.487022596887351
16,1.4975364658244312
17,1.4884991990293968
18,1.490714411434878
19,1.4941103772610367
20,1.496252195740552
21,1.491365190840918
22,1.4921489830374643
23,1.4913337198497005
24,1.4951705998730072
25,1.4944212732791349
26,1.4882242534837475
27,1.4890161597718854
28,1.4881726636864643
29,1.487570608638269
30,1.4954701953658334
31,1.4936766539730146
32,1.4940033221186284
33,1.4870113444491113
34,1.4889406018413731
35,1.4953176606380367
