time_step,corrected_at_t0,corrected_at_t1,corrected_at_t2,corrected_at_t3,corrected_at_t4,corrected_at_t5,corrected_at_t6,corrected_at_t7,corrected_at_t8,corrected_at_t9,corrected_at_t10,corrected_at_t11,corrected_at_t12,corrected_at_t13,corrected_at_t14,corrected_at_t15,corrected_at_t16,corrected_at_t17,corrected_at_t18,corrected_at_t19,corrected_at_t20,corrected_at_t21,corrected_at_t22,corrected_at_t23,corrected_at_t24,corrected_at_t25,corrected_at_t26,corrected_at_t27,corrected_at_t28,corrected_at_t29,corrected_at_t30,corrected_at_t31,corrected_at_t32,corrected_at_t33,corrected_at_t34,corrected_at_t35,corrected_at_t36,corrected_at_t37,corrected_at_t38,corrected_at_t39,corrected_at_t40,corrected_at_t41,corrected_at_t42,corrected_at_t43,corrected_at_t44,corrected_at_t45,corrected_at_t46,corrected_at_t47,corrected_at_t48,corrected_at_t49,corrected_at_t50,corrected_at_t51
9,,,,,,,,,,1.4787716731468556,1.4841734001899618,1.487673349083616,1.4892312368903988,1.489892173105427,1.484640041118317,1.48457505038823,1.4866096076366229,1.4975163181965525,1.4915642147371695,1.4993741298447445,1.48701654610851,1.4953344958547845,1.490029763990324,1.4888043990312088,1.4932989127668246,1.495114138181082,1.4933190313913085,1.4903170739235907,1.499060870017653,1.5008267695370927,1.4921064793669403,1.4981668393104646,1.4959964731401147,1.4990702355395855,1.4944212732791349,1.497868831199058,1.496205027259376,1.497086842788676,1.4951669694658796,1.492899864830676,1.5030576460660412,1.496954951654394,1.4907893684232134,1.5017634081957068,1.5006450330320833,1.49924672241918,1.4979403152087771,1.4960870536454325,1.497817611990457,1.4997318317361867,1.5,1.5
10,,,,,,,,,,,1.4768941903854764,1.4740208098080003,1.4854458081220514,1.4895816681946352,1.4786436055110928,1.4723407588847128,1.4864815648403986,1.4888610696706326,1.4922723992206686,1.4850847139190753,1.4880828907452412,1.4888805048283085,1.4862474113570765,1.488712788518535,1.4871834170767892,1.4770867547282498,1.4923260458084544,1.4835820300243774,1.4940741928349912,1.480511409277251,1.4913839170677023,1.4870304415750115,1.485538946050117,1.4886363109298013,1.4951705998730072,1.484276381173962,1.49401694038275,1.484021837868739,1.4897143994606452,1.4912026640589209,1.4900748474829169,1.483949901631163,1.4917689721155525,1.492211379183325,1.4908103061341125,1.4895008309929418,1.487691220944657,1.4893805649923777,1.491305196867093,1.4903206545606744,1.5,1.5
11,,,,,,,,,,,,1.4792955076160874,1.4781798403612778,1.482947128135511,1.477740802200448,1.488269101766278,1.4860619075133763,1.48948056375173,1.4902881746571073,1.4887609711548513,1.4925338928033276,1.4877185041998144,1.4904637290474847,1.4937902635053038,1.4889690665130315,1.488733961467995,1.489326330112632,1.4951823408706024,1.4902941169652324,1.493653932482245,1.4932736235233408,1.4929223433141492,1.497128085461741,1.492203396346312,1.4913337198497003,1.496652879461416,1.4893178013458417,1.494470498520576,1.493795851216312,1.4983938542527062,1.4898205766378287,1.491163947299173,1.4973460378532553,1.4959578144986605,1.4946567468175014,1.492858185793221,1.4945933265214122,1.4964791142172094,1.4954975756424247,1.4994543736823698,1.5,1.5
12,,,,,,,,,,,,,1.486951080797462,1.4762555717268997,1.4812861800075103,1.4814336325210948,1.4988678314475985,1.4863196395506206,1.486741976864583,1.487366228783941,1.4862051861429018,1.4852819931897656,1.4878351154840412,1.488963136574195,1.4886168948036729,1.5011006474208022,1.490178526604391,1.49101749412927,1.489413097727225,1.4938381540642602,1.4913886476074292,1.491086082781666,1.4937618420627792,1.4960683518147817,1.4921489830374643,1.4935432409159708,1.490767519903448,1.4980218851383604,1.493837967017383,1.4903257947636133,1.4917547866024603,1.4947733544201829,1.494892459204487,1.493604779649405,1.4918004164645278,1.4935380516676655,1.495473458349579,1.4944529373937845,1.4984017378953227,1.4947286237682549,1.5,1.5
13,,,,,,,,,,,,,,1.4772064937791265,1.487717893442896,1.4832853700363735,1.4854387898806145,1.497235686005712,1.488017829360135,1.4822747203578996,1.4933210232644425,1.4939785245766457,1.4881280802621597,1.487793380411781,1.4869887102410364,1.4909411305980231,1.4814935925871768,1.4944088552068908,1.4911874345078475,1.4926649875096745,1.4936669903351374,1.4974718361009105,1.4881845934051063,1.4943900522131026,1.491365190840918,1.4911283922864758,1.4980055333090418,1.4916172875804428,1.493753852757205,1.4927969756706445,1.4894061664360214,1.495250075604924,1.493918447073891,1.4921276574655582,1.493858306205027,1.4958042198926529,1.4948200852119748,1.4987363566366954,1.4950540877300145,1.4931257434517808,1.5,1.5
14,,,,,,,,,,,,,,,1.4907942482609151,1.493859372721895,1.4931368078006697,1.49254682799511,1.489548047349388,1.4900499249041734,1.4864532824815435,1.4874732994595776,1.4966008995396547,1.4899013471428322,1.4985894527161758,1.48375423920195,1.4944932988376558,1.4878965997792122,1.4940904816598004,1.492878514047334,1.4922887028000242,1.4906597412293447,1.49991064688198,1.4877395541153215,1.496252195740552,1.495087308703802,1.4967495098246195,1.490112796319893,1.4941246494558518,1.490838882948619,1.493648612871876,1.4937891698948822,1.4919758013794095,1.4936868781472277,1.4956321691094,1.494634824735369,1.4985569683150368,1.494856059020652,1.4929094212542475,1.494613126888463,1.5,1.5
15,,,,,,,,,,,,,,,,1.4919343026996073,1.4890913969172592,1.4759167035850258,1.487302718458479,1.4855195765079494,1.482136633485628,1.48572463026988,1.4881374943396248,1.491814903152218,1.4855970658349222,1.4866405931505524,1.4915122473258438,1.490140513415494,1.4928853965592703,1.4933978754457309,1.492999466539409,1.4907411855380628,1.488554228276468,1.4927198973017743,1.494110377261037,1.4953278067352618,1.4865326282472582,1.4962159645953064,1.4905038897508,1.4868594981849148,1.492858861108225,1.4909770749288986,1.4927070295189644,1.494619427451585,1.4936495954430156,1.497558047019386,1.4938360366321235,1.4918897478753033,1.4935695784762948,1.5020210093023134,1.5,1.5
16,,,,,,,,,,,,,,,,,1.4865479808680857,1.4863964368340414,1.4808117228500088,1.4844685023158168,1.492576719792318,1.492779554336646,1.485138206442459,1.4858930486552298,1.4871725586230653,1.4841162174452964,1.485146242199997,1.4926485696780871,1.4910400421656254,1.4860586396399609,1.4915508881716946,1.4924681756413536,1.4873786703291738,1.4975474298335394,1.490714411434878,1.4899529540704006,1.4908517473168408,1.490118037566032,1.486576749409527,1.4894631957225164,1.4891733308059072,1.4908303802121825,1.4927783155569958,1.4917836532118265,1.4957310016771233,1.4920115528034188,1.4900372864645837,1.4917249375045978,1.5001478975632605,1.4918760881769724,1.5,1.5
17,,,,,,,,,,,,,,,,,,1.489060076335251,1.4750396672382722,1.4840731129032845,1.4862564081025698,1.4914062278655351,1.4812723606158456,1.4840296931219426,1.4827186459679864,1.4872713144689134,1.4886665069066962,1.4909761246168989,1.4872294184168982,1.4938145110553835,1.4832829160385763,1.48823499000356,1.493981225483006,1.4897270802424003,1.4884991990293968,1.487260235159038,1.4921714952673049,1.486184576050131,1.4826616500761878,1.4881282724554,1.489856144738534,1.4917272359012217,1.4907676820299427,1.4946883925556966,1.4910041258870677,1.4890306334193315,1.4906934312268951,1.4991276523590251,1.490827588860716,1.492475643635942,1.5,1.5
18,,,,,,,,,,,,,,,,,,,1.484074835615949,1.4898251581773914,1.4941353710244294,1.481937880924329,1.4998773548963462,1.4925650522024445,1.4897727143678596,1.4905270011267968,1.4975706710962151,1.4916710386073802,1.493797036698548,1.490881549855993,1.4990262844317237,1.4955342343023124,1.4999978970518308,1.4907259794562724,1.4975364658244312,1.4936726926969663,1.492644826253977,1.4891992871678754,1.4916176350614394,1.4948340733208454,1.4967361994261894,1.495739774215873,1.4997031865079165,1.4959891273765855,1.4940511505046543,1.495705128055396,1.5041127887109296,1.4958205243260638,1.4974535148850912,1.4971980514540653,1.5,1.5
19,,,,,,,,,,,,,,,,,,,,1.493672037061366,1.482549362144883,1.48429179687406,1.4806534236482003,1.485237810333203,1.483789710898611,1.4905196612773417,1.4884902965909934,1.491831235793065,1.4901252189102112,1.4866919156105995,1.4933347562232198,1.4933882030592818,1.486635487653078,1.4929533272616429,1.487022596887351,1.491627114245466,1.4857252399945886,1.481709199485326,1.490747140594046,1.4926234238735063,1.491598820505759,1.4955703653824317,1.491894388212022,1.4899286137015046,1.491624186932127,1.5000386109316577,1.4917159574042893,1.4933453730396766,1.4930860523325202,1.4956871156524714,1.5,1.5
20,,,,,,,,,,,,,,,,,,,,,1.4917459360970622,1.4974723254052185,1.4888766240435036,1.4915214091644198,1.4897267316881064,1.493886561131246,1.4950516317703093,1.4888313510690876,1.4931390112174892,1.502848965538136,1.4937213145449104,1.4957161952625064,1.4939734234117628,1.4960155986969854,1.4919510199214925,1.4909901691317071,1.487025141359651,1.492991080518573,1.4964100723670093,1.4953952378127815,1.4993111838423292,1.4956527127682622,1.4937266536366332,1.4953945103954676,1.5038423118044877,1.4955172801153371,1.4971148191804595,1.4968553498935906,1.499455323562941,1.497716081875358,1.5,1.5
21,,,,,,,,,,,,,,,,,,,,,,1.4905002322150764,1.494248082956676,1.4908326871374131,1.49173076478019,1.4966922243093672,1.4916996936881877,1.4971663317150457,1.495424330974441,1.4963100762262616,1.4938965169635383,1.494761343048591,1.496281113443224,1.490062176339144,1.4948375640935168,1.4884096013246773,1.487907991418474,1.4971276142827905,1.496098538786665,1.500050635514403,1.4963386597394337,1.4944222533202127,1.4961353468932406,1.5045501479339476,1.4962682689576257,1.4978559970633285,1.497565937513527,1.5001660400309926,1.498426255714144,1.4937842879106074,1.5,1.5
22,,,,,,,,,,,,,,,,,,,,,,,1.490728650054706,1.4773354415771154,1.4943681973340368,1.4870943535338124,1.488051400044392,1.4939915633744696,1.4980749312902857,1.4864097637056295,1.4959844876942834,1.4895312492479065,1.4912857517804836,1.4872988129469462,1.4858872147473223,1.4854389573492612,1.4915938227621406,1.492063511561681,1.4959940973160142,1.4923351506700628,1.4903850192899584,1.492091723974482,1.500507537794693,1.4921885790443323,1.4938169417500626,1.4935702029095936,1.4961327126203516,1.4943881395949714,1.489774406011659,1.4928948124372436,1.5,1.5
23,,,,,,,,,,,,,,,,,,,,,,,,1.4887017619061576,1.4868189841867572,1.488904181948659,1.4960169432863462,1.4885784227929475,1.487039586369053,1.492207735939434,1.4882732277259738,1.4895579315913683,1.48344776603026,1.4876921768986786,1.4848428049752975,1.4844935627430609,1.4908046505780996,1.4947145888139564,1.4910207717175037,1.4891089010978338,1.4907912285321565,1.4992540994821906,1.490928986126069,1.4925450901143704,1.4922678056996816,1.494886233460055,1.49310849857559,1.4884613598407674,1.4916236850244609,1.4945330068304985,1.5,1.5
24,,,,,,,,,,,,,,,,,,,,,,,,,1.4903245443380784,1.4928607916315302,1.4931291323965872,1.4946919989279104,1.4906878083970136,1.4955130344198748,1.4887468411489189,1.4905922328595078,1.4861347376969365,1.4882520189817223,1.4879903175143314,1.4911844026667802,1.4966766065232544,1.4929599416613373,1.491016022059741,1.49273325948517,1.5011491918376392,1.4928924604637406,1.494484217145018,1.4942139108345602,1.4967921324232438,1.4950746707208276,1.490390336477205,1.4935186039023485,1.4964761403508755,1.494820521743104,1.5,1.5
25,,,,,,,,,,,,,,,,,,,,,,,,,,1.4987773062932526,1.488860524047203,1.494915083694076,1.4953671614663977,1.491177836534301,1.4925084493026748,1.4859120102022945,1.4937083312732662,1.490993364649244,1.4877364040028038,1.4990195924986691,1.4953433351084156,1.4933712308237803,1.4950567730072872,1.503510831881292,1.4952257220092646,1.496886552023272,1.4965663248514405,1.499155667013377,1.497392659708492,1.4927755339026711,1.4958596291593584,1.4987789341118982,1.4971832427469127,1.4961259680015933,1.5,1.5
26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4967622700180372,1.487973402210653,1.4925457677562153,1.485882205856591,1.4871937230965269,1.4862920006478673,1.4885629471413346,1.4853634245859146,1.4935316972668229,1.49141343272897,1.4894851918413452,1.4911479428214691,1.499553137781136,1.491317004029863,1.492997516017776,1.4927185991990894,1.4952620211561356,1.493514951005769,1.4888505841158,1.4920006665404653,1.494885017021064,1.493242717610733,1.4922511589977885,1.4927809558304093,1.5,1.5
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4907947576582194,1.4866985388030878,1.4875498838674988,1.4844972274118275,1.4924178018299286,1.4868022571862671,1.488505973359444,1.4921424019797085,1.4902402781397226,1.491939440568968,1.5003265006729645,1.4920510619472966,1.4937768828420614,1.493511413387156,1.4960901197821015,1.4942851812301514,1.48963304216208,1.492744981006313,1.4956868168594557,1.494015528588187,1.4930064438159485,1.4935765763444098,1.491402554071376,1.5,1.5
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4858779857968625,1.490746232583427,1.4899941661661191,1.4893077401729873,1.4911315985464844,1.4916640136102084,1.4912575956518443,1.4929755505929765,1.5014007420138524,1.4930988048598235,1.49480463335016,1.4945706359194255,1.4971623108545296,1.4953854605958994,1.4906764015177625,1.4937978855011826,1.4966977607042051,1.4950874165937296,1.4940745265568038,1.4945963861743476,1.4924692823319512,1.4975002727219764,1.5,1.5
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4891721834518263,1.494202458022672,1.49351673499199,1.4876581431177065,1.493005851926673,1.4946967100566393,1.5031421933168423,1.4948853017235433,1.4965585763791656,1.4963217860225515,1.49893509428999,1.4971791194677524,1.4925051434325367,1.4955808062548,1.4985070809594367,1.4968538242941138,1.495895597529746,1.4964157059180463,1.4942339176118635,1.4993121747867624,1.4959837283097217,1.5,1.5
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.498652845753662,1.4927889421339466,1.495128719590282,1.4982822599571288,1.5066517145332772,1.4984899537627938,1.5001695501792356,1.499922058701218,1.502550970613912,1.500770841235021,1.4961346805343665,1.4992993345818926,1.5021627652237528,1.5005879913449611,1.499622561767672,1.5001542893630542,1.497976137901632,1.5030220100871217,1.499692718950469,1.4970819465861116,1.5,1.5
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4849235097359264,1.493940522382566,1.5022708144918877,1.49402852677008,1.495800190069997,1.4955406281563164,1.498144278873225,1.4964186902668042,1.4917394433875968,1.4948865545317205,1.4978284772955637,1.4961408038589343,1.495203764197092,1.4957629918583863,1.4935928493181696,1.4986544158151855,1.4953141185499137,1.4926849433090523,1.5008714969563772,1.5,1.5
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5033961767404151,1.495102007860183,1.4968609528200918,1.4966223854927885,1.499213711037953,1.4974686831046706,1.4928353939994656,1.4959449588938716,1.4988803764461878,1.4972656804203213,1.4962733696023467,1.496832999221,1.494689164523078,1.499748095254025,1.4964211896026645,1.493783581553772,1.5019614891000943,1.4962739199337858,1.5,1.5
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4951637449879405,1.4949483655766918,1.497544466954759,1.495793549900962,1.4911415403406787,1.494294489957751,1.4971965184331053,1.495567207858214,1.4946224750393653,1.4951453471466547,1.4929949914613527,1.4980800650517003,1.4947573447504918,1.4921299123073175,1.5003066105091944,1.494589313099348,1.492830173049704,1.5,1.5
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4958293682688737,1.494074450061612,1.489414961570399,1.4925499893761611,1.495492281906707,1.4938342302214902,1.4928769450030297,1.4934454806028294,1.4912593773138096,1.4963495452818216,1.493048011504411,1.4904220568608426,1.4986179163223623,1.4928819801378286,1.49107453756805,1.4945935532132657,1.5,1.5
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4924606621666676,1.4955837638647078,1.498505864976843,1.4968933438539915,1.4959090857464228,1.496459929862587,1.49431855233183,1.4993814197082218,1.496075662491457,1.4934736084878248,1.501669284735277,1.4959304947418322,1.494112186937405,1.4975957884392603,1.5001746117758012,1.5,1.5
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.496936159702687,1.4953009610222,1.4943933383607515,1.4948846450187998,1.4927291142964452,1.4978412371866487,1.494500654381229,1.491898789701403,1.500120175379898,1.4943810737900036,1.4925208101928358,1.496033039632494,1.4985719716171906,1.493309669920175,1.5,1.5
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4919218100755165,1.4924858945622492,1.490280407971902,1.4953796874358931,1.4920636020046156,1.4894304149182165,1.4976425486460927,1.4919089308776003,1.490063582290195,1.4935424113134443,1.4961178306918446,1.4908200773447011,1.4907900356407378,1.5,1.5
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4925245019662987,1.4975878831161664,1.4942849446799256,1.4916467483565323,1.499854919316517,1.4941166763502176,1.4922465336924848,1.4957472501068558,1.4982838609258986,1.4930378310369503,1.4929847987561982,1.4957461789905424,1.5,1.5
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495786157371523,1.4931828418949176,1.5013838227105316,1.4956350658206865,1.4937807991590435,1.4972422818867837,1.499795711093578,1.4945066924194057,1.4945021957943716,1.497246081288582,1.4976971982398668,1.5,1.5
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5022353196915663,1.49647827699879,1.4946006395375486,1.4980935725721558,1.5006022995729489,1.4953339017562337,1.495288417938959,1.4980758132609635,1.4985098647849393,1.4931966368479717,1.5,1.5
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.487360655264162,1.4908361763806908,1.4933752339012032,1.4880606247451398,1.4880326856501986,1.4907780446522645,1.4912514511091253,1.4859584217063664,1.4884877132546,1.5,1.5
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.498189137166852,1.4929057726655095,1.492839680875414,1.4955998501297736,1.4960360640814725,1.4907832018598626,1.4933475458633092,1.4968141942764803,1.5,1.5
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.491157259105537,1.4938786124694847,1.4943320933193909,1.4890489158263471,1.49163752181624,1.495149430799814,1.4920253616696233,1.5,1.5
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4944280573307152,1.4891550928531467,1.4917217921669157,1.4952523121782333,1.4921731409852108,1.4906654531632375,1.5,1.5
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4929994994235871,1.496504271785991,1.493430274228928,1.4919819902332088,1.491285156063983,1.5,1.5
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4943774034720314,1.4929107075274357,1.4922955152780617,1.4906967248844116,1.5,1.5
