history_lag,smoothed_alpha_mean
0,1.4924606621666676
1,1.494074450061612
2,1.497544466954759
3,1.4966223854927885
4,1.495800190069997
5,1.4984899537627938
6,1.5031421933168425
7,1.4929755505929765
8,1.4902402781397226
9,1.4914134327289699
10,1.4990195924986693
11,1.4911844026667802
12,1.4844935627430607
13,1.4854389573492612
14,1.4884096013246773
15,1.4909901691317071
16,1.491627114245466
17,1.4936726926969663
18,1.487260235159038
19,1.4899529540704006
20,1.4953278067352618
21,1.495087308703802
22,1.4911283922864758
23,1.4935432409159708
24,1.496652879461416
25,1.4842763811739619
26,1.497868831199058
27,1.4951359775383006
28,1.483222887050452
29,1.488255812868123
30,1.4953297907768799
31,1.486657542543305
32,1.494065274815336
33,1.4928771514412533
34,1.4904706999861084
35,1.492533908121195
36,1.4922324660235065
