history_lag,smoothed_alpha_mean
0,1.4917459360970622
1,1.482549362144883
2,1.4941353710244294
3,1.4862564081025698
4,1.492576719792318
5,1.482136633485628
6,1.4864532824815437
7,1.4933210232644423
8,1.4862051861429018
9,1.4925338928033276
10,1.4880828907452412
11,1.4870165461085099
12,1.491111060160174
13,1.4844070482518983
14,1.4793505774230225
15,1.485530798350252
16,1.4888475349547663
17,1.4819001686295448
18,1.4885119382052991
19,1.4815779063673118
20,1.4896338825882738
21,1.4853421753511058
