history_lag,smoothed_alpha_mean
0,1.4981891371668519
1,1.4908361763806908
2,1.4946006395375486
3,1.4956350658206863
4,1.499854919316517
5,1.4894304149182165
6,1.494500654381229
7,1.4993814197082218
8,1.4912593773138096
9,1.4951453471466547
10,1.4962733696023467
11,1.4961408038589343
12,1.5021627652237528
13,1.4955808062548
14,1.4906764015177625
15,1.4942851812301514
16,1.4952620211561356
17,1.4965663248514405
18,1.494484217145018
19,1.490928986126069
20,1.500507537794693
21,1.4961353468932406
22,1.4937266536366332
23,1.4918943882120221
24,1.4997031865079165
25,1.4907676820299427
26,1.4927783155569958
27,1.4927070295189644
28,1.4919758013794095
29,1.493918447073891
30,1.494892459204487
31,1.4973460378532553
32,1.4917689721155525
33,1.4907893684232134
34,1.4888094184169929
35,1.4885771735003153
36,1.488488312278102
37,1.4911483298488304
38,1.4934752239627271
39,1.4852278155134095
40,1.4940322749598696
41,1.490763224256157
42,1.4893529742610405
43,1.4894333775308986
