history_lag,smoothed_alpha_mean
0,1.4944280573307152
1,1.4938786124694847
2,1.492839680875414
3,1.4880606247451398
4,1.5006022995729489
5,1.4972422818867837
6,1.4922465336924848
7,1.4919089308776003
8,1.500120175379898
9,1.4934736084878248
10,1.493048011504411
11,1.4980800650517003
12,1.494689164523078
13,1.4957629918583863
14,1.499622561767672
15,1.4968538242941138
16,1.4966977607042051
17,1.492744981006313
18,1.4888505841158
19,1.497392659708492
20,1.4967921324232438
21,1.4922678056996816
22,1.4938169417500626
23,1.4962682689576257
24,1.5038423118044877
25,1.491624186932127
26,1.4940511505046545
27,1.4910041258870677
28,1.4957310016771233
29,1.4936495954430156
30,1.4956321691094001
31,1.493858306205027
32,1.4918004164645278
33,1.4946567468175014
34,1.4908103061341125
35,1.5006450330320833
36,1.4942990984901376
37,1.4883150595476802
38,1.4933355012003393
39,1.4911636267207504
40,1.4897613415425446
41,1.4858757558872393
42,1.4921702773751224
43,1.4896665984220556
44,1.492108571214269
45,1.4887377437394813
