history_lag,smoothed_alpha_mean
0,1.4929994994235873
1,1.4891550928531467
2,1.4943320933193909
3,1.4955998501297736
4,1.4880326856501986
5,1.4953339017562337
6,1.499795711093578
7,1.4957472501068558
8,1.490063582290195
9,1.4943810737900036
10,1.501669284735277
11,1.4904220568608426
12,1.4947573447504918
13,1.499748095254025
14,1.4935928493181696
15,1.5001542893630542
16,1.4958955975297459
17,1.4950874165937296
18,1.4956868168594555
19,1.4920006665404653
20,1.4927755339026711
21,1.4950746707208276
22,1.494886233460055
23,1.4935702029095936
24,1.4978559970633283
25,1.4955172801153371
26,1.5000386109316577
27,1.495705128055396
28,1.4890306334193315
29,1.4920115528034188
30,1.4975580470193859
31,1.494634824735369
32,1.4958042198926529
33,1.4935380516676655
34,1.492858185793221
35,1.4895008309929418
36,1.4992467224191801
37,1.4931755927843542
38,1.4919384581593118
39,1.4909039696054385
40,1.4969536530391911
41,1.4981029620917925
42,1.4861772654101688
43,1.4853919325693907
44,1.4887715293077002
45,1.4891533921300397
46,1.4957030469047499
